,LTDValue,PurchaseFrequency,PurchaseRecencyDays
210,0.8886837044891488,-0.8116014630028459,-0.39990723876301515
211,0.12724257525202917,0.10602588080390415,-0.22285415139511153
212,1.096839356305947,0.5648395527072791,-0.7638496961303726
213,0.4102713306563253,-0.8116014630028459,-0.4785974998154167
214,-0.24044580786850814,-0.8116014630028459,-0.2621992819213123
215,2.7628278511539084,0.5648395527072791,-0.42941608665766573
216,-0.6770486640627139,-0.8116014630028459,1.7444023749149287
217,1.5250307569515242,0.5648395527072791,-0.9704116313929267
218,-0.27357133384351984,-0.35278779109947084,-0.05563734665875811
219,-0.6275833591942693,-0.8116014630028459,-0.7048320003410714
220,-0.897914409241652,-0.8116014630028459,-0.7736859787619228
221,3.063682946078788,2.8589079122241543,-0.832703674551224
222,0.54665088019219,0.10602588080390415,-0.8425399571827742
224,-0.8672045442857605,-0.8116014630028459,1.2919333738636194
225,-0.7346528883648095,-0.8116014630028459,1.7247298096518282
226,-0.36297556756141736,-0.35278779109947084,0.052561762288294095
227,1.9222273685210063,-0.35278779109947084,1.0952077212326154
230,-0.16064227820095986,0.10602588080390415,-0.9507390661298264
231,0.209040573761005,-0.35278779109947084,-0.8917213703405251
232,-0.4727704578817341,-0.8116014630028459,-0.42941608665766573
233,1.3228461236537818,0.5648395527072791,-0.4097435213945653
234,0.8015588637328827,-0.35278779109947084,-0.10481875981650911
236,-0.4341322695810382,-0.8116014630028459,-0.6654868698148706
237,-0.6144892376701154,-0.8116014630028459,1.360787352284471
238,0.16407211478969158,0.10602588080390415,-0.7540134134988223
239,-0.8872731127522971,-0.8116014630028459,0.1410883059722459
240,0.05342245210876299,0.10602588080390415,-0.7441771308672721
241,2.6999711126358803,1.4824668965140293,0.26895998018239853
242,-0.4759789512353347,-0.8116014630028459,0.28863254544549893
243,0.9526925274932194,0.5648395527072791,-0.6556505871833204
244,0.600613030957766,-0.35278779109947084,-0.9409027834982762
246,-0.6963120121895437,-0.8116014630028459,0.534539611234254
247,-0.3625048233628196,0.10602588080390415,0.0623980449198443
248,-0.7676793102980108,-0.8116014630028459,-0.9605753487613766
249,-0.9267908494240573,-0.8116014630028459,2.30507048491329
250,-0.08443127004902613,-0.8116014630028459,2.265725354387089
251,1.6695492259210396,-0.35278779109947084,0.4755219154449527
252,-0.4114746080222139,1.0236532246106542,-0.881885087708975
253,3.4154155784679068,1.0236532246106542,-0.8228673919196737
254,0.6999772208775743,0.5648395527072791,-0.881885087708975
255,-0.28503023867780763,-0.8116014630028459,-0.8031948266565734
256,-0.9767392864963259,-0.8116014630028459,-0.6949957177095212
257,-0.7866825103150893,-0.8116014630028459,-0.881885087708975
258,3.322022407067155,3.7765352560309045,-0.980247914024477
260,-1.0122680854852313,-0.8116014630028459,2.206707658597788
261,-0.49800482452761985,-0.8116014630028459,-0.41957980402611555
262,2.8678409714568907,0.5648395527072791,-0.8720488050774248
263,2.108307595024614,0.10602588080390415,0.4951944807080531
264,2.3313164651076947,1.0236532246106542,-0.8917213703405251
265,-0.7881690709422402,-0.8116014630028459,2.255889071755539
266,-0.35629843274446477,-0.35278779109947084,-0.9409027834982762
267,1.2170773350319986,0.5648395527072791,-0.6064691740255693
268,0.28400039338508676,1.4824668965140293,-0.7441771308672721
270,0.11010996402411552,0.5648395527072791,-0.4097435213945653
271,-0.08835826770574973,0.5648395527072791,-0.980247914024477
275,1.5379638344077369,1.9412805684174044,-0.9113939356036256
276,2.1219963407996283,1.4824668965140293,-0.7146682829726215
277,-0.9798858398237953,-0.8116014630028459,2.6690129422806477
279,0.34373535458609833,-0.35278779109947084,-0.734340848235722
280,-0.6530035459185489,-0.8116014630028459,1.036190025443314
281,0.08134501588874647,1.0236532246106542,-0.7146682829726215
282,-0.18609962894091833,0.5648395527072791,0.2591236975508483
283,-0.12445691493506293,-0.35278779109947084,-0.3015444124475131
284,-0.34690832478296185,0.5648395527072791,-0.9212302182351758
285,-0.12951122106737575,0.10602588080390415,-0.7048320003410714
287,-0.16900418172868342,-0.35278779109947084,-0.20318158613201112
288,-0.8190152039556204,-0.8116014630028459,-0.7933585440250231
289,-0.7390506302201308,-0.8116014630028459,-0.29170812981596295
290,1.0885393928043547,2.4000942403207794,-0.9212302182351758
292,-0.32049709764058176,-0.8116014630028459,1.8821103317566314
293,1.9582640757241878,3.3177215841275296,-0.6949957177095212
295,0.19930360165316674,0.10602588080390415,-0.03596478139565771
297,-0.08372515375112956,-0.8116014630028459,-0.980247914024477
299,-0.7287561978771111,-0.8116014630028459,0.052561762288294095
300,0.12555780654125817,-0.35278779109947084,-0.9507390661298264
301,-0.03859565071187482,-0.35278779109947084,0.4951944807080531
302,-0.8174667033023383,-0.8116014630028459,-0.29170812981596295
303,-0.35824334956498705,-0.35278779109947084,-0.9409027834982762
305,1.8879249820495,1.4824668965140293,-0.6753231524464207
306,0.14555204697643714,0.5648395527072791,-0.1540001729742601
307,-0.19209542347042666,1.0236532246106542,-0.9507390661298264
308,0.07590668159441961,0.5648395527072791,-0.9409027834982762
309,-0.6074280746911489,-0.8116014630028459,2.6591766596490976
310,1.918857831099464,1.9412805684174044,-0.7146682829726215
311,3.194326849194896,1.9412805684174044,-0.881885087708975
312,-0.16575852435940405,0.5648395527072791,-0.29170812981596295
313,-0.5514219030632406,-0.8116014630028459,0.1312520233406957
315,-0.7976335069351007,-0.8116014630028459,0.780446677023009
316,-0.5923766483412466,-0.8116014630028459,1.3116059391267199
317,-0.9312505313055099,-0.8116014630028459,2.4821235722811936
318,-0.21377443261637674,-0.35278779109947084,2.108344832282286
319,-0.889626833745286,-0.8116014630028459,2.2853979196501895
320,-0.8978648572207469,-0.8116014630028459,2.6690129422806477
321,0.14048535283889793,-0.8116014630028459,-0.016292216132557307
322,-0.5383030055286342,-0.8116014630028459,-0.36056210823681434
323,-0.39109633942502103,-0.35278779109947084,0.32797767597169974
328,-0.7262538208214072,-0.8116014630028459,0.2787962628139487
331,2.661692176486745,0.10602588080390415,1.33127850438982
333,-0.9291693464274988,-0.8116014630028459,-0.13432760771115973
335,2.3902090419533213,-0.35278779109947084,0.1607608712353463
336,0.6804785006514456,0.10602588080390415,-0.4785974998154167
337,1.0410685567773375,-0.35278779109947084,-0.9113939356036256
338,-0.45594754678447696,-0.35278779109947084,0.3673228064979005
339,1.0303653202618515,-0.8116014630028459,2.1280173975453867
341,0.3486781686713749,-0.8116014630028459,1.360787352284471
342,0.6061628572991292,-0.8116014630028459,1.085371438601065
343,-0.13585387974321939,-0.8116014630028459,-0.39990723876301515
344,0.5189389125010527,1.0236532246106542,-0.8228673919196737
345,-0.20924042270356655,1.4824668965140293,-0.7933585440250231
347,-0.0934001858328363,-0.35278779109947084,-0.36056210823681434
348,1.3339210003260558,1.0236532246106542,-0.9409027834982762
349,1.3078938013456893,1.4824668965140293,-0.9704116313929267
350,-0.42579514206376723,-0.8116014630028459,-0.8425399571827742
351,-0.7509431152373376,-0.8116014630028459,2.5903226812282463
352,-0.5493778822009081,0.10602588080390415,-0.8917213703405251
353,-0.9728122888396025,-0.8116014630028459,-0.3507258256052641
354,-0.7026670588706135,-0.8116014630028459,0.8984820686016114
355,-0.8480031361850621,-0.8116014630028459,2.6886855075437484
356,-0.6411977769379259,-0.8116014630028459,1.5378404396523744
357,-0.49633244382207514,-0.35278779109947084,2.30507048491329
358,-0.002137751331000194,-0.35278779109947084,-0.46876121718386654
359,-0.6734809185575519,-0.8116014630028459,-0.8031948266565734
360,-0.7880080268742989,-0.8116014630028459,2.6099952464913465
362,-0.5754917972178581,-0.8116014630028459,0.8493006554438604
363,-0.503554650868983,0.10602588080390415,-0.6261417392886698
364,-0.5659158691779613,-0.8116014630028459,0.7607741117599085
365,-0.4995904891965807,-0.35278779109947084,1.5870218528101254
366,-0.7835359569876201,-0.8116014630028459,-0.5474514782362682
367,-0.9615763680993873,-0.8116014630028459,0.013216631762093294
368,0.00164059026300831,-0.35278779109947084,0.46568563281340253
369,-0.5078285126720417,-0.35278779109947084,-0.04580106402720791
370,-0.9118756911316438,-0.8116014630028459,1.7739112228095792
371,0.39634721278201257,-0.8116014630028459,1.5870218528101254
372,0.09935717548772441,0.5648395527072791,-0.9605753487613766
373,-0.9531525245455325,-0.8116014630028459,1.1148802864957157
374,0.10745893090569651,-0.35278779109947084,-0.29170812981596295
375,1.1116554105565506,1.0236532246106542,-0.25236299928976214
376,-0.5760616454582659,-0.8116014630028459,-0.39990723876301515
377,0.7588697977232006,1.9412805684174044,-0.9605753487613766
378,-0.5351440641959386,0.10602588080390415,-0.9310665008667259
379,0.19396437140064998,1.4824668965140293,-0.9605753487613766
380,-0.705045555874055,-0.35278779109947084,2.3247430501763904
382,-0.8016100566127292,-0.8116014630028459,1.5870218528101254
383,-0.5935163448220623,-0.35278779109947084,-0.6753231524464207
384,-0.550963546869869,-0.8116014630028459,0.43617678491875195
385,-0.6810376017455687,-0.8116014630028459,1.7935837880726797
386,2.1687982245444277,0.5648395527072791,-0.4097435213945653
387,-0.9018909589192805,-0.8116014630028459,0.7115926986021576
388,-0.22175230798208626,-0.35278779109947084,-0.6556505871833204
390,2.3099099920767223,0.5648395527072791,0.4263405022872017
392,0.3181912878095563,-0.35278779109947084,-0.3015444124475131
393,1.040746468641455,2.4000942403207794,-0.34088954297371393
394,-0.6642146906483115,-0.35278779109947084,-0.7048320003410714
395,-0.6293672319468503,0.5648395527072791,1.6362032659678765
396,0.011650098485823967,-0.8116014630028459,-0.7736859787619228
397,0.23382897221874518,-0.35278779109947084,-0.685159435077971
398,-0.9005530543548447,-0.8116014630028459,-0.03596478139565771
399,-0.6820658061793481,-0.8116014630028459,1.911619179651282
400,1.3564423938273913,1.4824668965140293,0.3378139586032499
401,0.5727771832143662,0.10602588080390415,-0.21301786876356132
402,-1.0208158090913488,-0.8116014630028459,2.678849224912198
403,1.6324843142840781,1.4824668965140293,-0.9113939356036256
404,0.3025947892296987,-0.35278779109947084,1.085371438601065
405,-0.42235127661086763,-0.8116014630028459,-0.4785974998154167
406,-0.8857617761146938,-0.8116014630028459,0.3673228064979005
407,0.8747100345939308,-0.35278779109947084,-0.734340848235722
408,-0.4497039921504434,-0.8116014630028459,1.7935837880726797
410,0.9228126588874874,1.4824668965140293,0.8394643728123101
411,-0.5964770780711377,-0.35278779109947084,-0.1638364556058103
412,-0.3247709594436404,-0.35278779109947084,2.2263802238608883
413,-0.6047027135413724,-0.8116014630028459,1.7837475054411294
414,-0.6428206056225655,-0.35278779109947084,0.41650421965565154
415,1.4752681399576493,-0.35278779109947084,-0.41957980402611555
417,-0.0088520501636315,-0.35278779109947084,1.33127850438982
418,-0.35790887342387817,0.10602588080390415,-0.5474514782362682
419,-0.6988515532609264,-0.8116014630028459,1.7247298096518282
420,0.7444006076189322,-0.35278779109947084,-0.9015576529720754
421,-0.19655510535187926,0.5648395527072791,-0.7441771308672721
422,-0.6851628074859124,-0.8116014630028459,-0.12449132507960951
423,0.3878490411968,0.10602588080390415,-0.3703983908683645
424,0.6395485313838921,-0.35278779109947084,-0.3212169777106135
425,-0.6293300679311715,-0.35278779109947084,1.1148802864957157
426,-0.596687674159984,-0.8116014630028459,-0.7540134134988223
427,-0.6579711360142779,0.10602588080390415,0.8394643728123101
428,-0.834946178676587,-0.8116014630028459,-0.685159435077971
429,-0.6061892741685232,-0.35278779109947084,-0.5769603261309187
430,-0.799813795854922,-0.35278779109947084,1.026353742811764
432,-0.8962172525256547,-0.8116014630028459,1.616530700704776
433,-0.4367461386837785,-0.35278779109947084,-0.8130311092881236
434,2.54904804496439,1.0236532246106542,-0.8720488050774248
435,-0.13891371703410493,-0.35278779109947084,0.7411015464968082
436,1.63092342562557,1.0236532246106542,-0.5966328913940192
437,2.7413470500915786,2.4000942403207794,-0.7638496961303726
438,0.9912439997573315,1.0236532246106542,-0.9605753487613766
439,2.008708033005507,1.0236532246106542,-0.9409027834982762
440,-0.6175242989505485,-0.35278779109947084,0.4755219154449527
441,2.656006082087894,0.5648395527072791,0.37715908912945073
442,-0.3321665985637159,-0.8116014630028459,0.26895998018239853
443,0.5860199608012351,1.4824668965140293,-0.9113939356036256
444,-0.8645658991725678,-0.8116014630028459,-0.8228673919196737
446,-0.5658291531413776,-0.8116014630028459,0.5935573070235551
447,-0.8487835805143162,-0.8116014630028459,-0.36056210823681434
448,0.08865393897223828,0.5648395527072791,-0.12449132507960951
449,-0.20822460627501355,-0.35278779109947084,-0.9409027834982762
450,1.4872597290166667,1.0236532246106542,-0.6458143045517701
451,-0.9220214674119483,-0.8116014630028459,2.0788359843876356
452,-0.5529208516956177,-0.35278779109947084,-0.22285415139511153
454,-0.31540562749259005,0.10602588080390415,-0.7540134134988223
455,1.6086621802339858,1.9412805684174044,-0.9704116313929267
456,0.24994576701810595,0.5648395527072791,-0.8228673919196737
457,0.7954763531667903,0.5648395527072791,-0.8425399571827742
458,-0.9266174173508898,-0.8116014630028459,-0.734340848235722
460,0.06367972043610384,-0.35278779109947084,-0.44908865192076614
461,-0.22079843157966447,0.10602588080390415,0.2984688280770491
462,-0.3191468050709197,-0.35278779109947084,-0.6359780219202199
463,-0.49451140705381536,-0.8116014630028459,1.8427652012304305
464,0.9190095412830263,1.4824668965140293,0.4263405022872017
465,1.490047030192574,1.9412805684174044,-0.832703674551224
467,1.2150952541957976,0.10602588080390415,-0.9704116313929267
468,0.2501563631069521,1.4824668965140293,-0.9015576529720754
469,0.6511808682913475,0.5648395527072791,-0.9310665008667259
470,-0.6593957566152975,-0.8116014630028459,-0.8917213703405251
472,-0.9341369365232278,-0.8116014630028459,2.0198182885983345
474,-0.7380100377811252,-0.35278779109947084,-0.9212302182351758
475,1.2319801053191861,2.4000942403207794,-0.9113939356036256
476,-0.11177159758337564,-0.8116014630028459,-0.11465504244805931
477,-0.8695830412892019,-0.8116014630028459,-0.8917213703405251
478,0.9895096790256556,-0.35278779109947084,2.531304985438945
479,-0.899599177952423,-0.8116014630028459,0.1115794580775953
480,-0.5077789606511367,0.5648395527072791,-0.9212302182351758
482,-0.8886357933271855,-0.8116014630028459,0.9574997643909126
483,-0.15303604299203802,-0.8116014630028459,1.0952077212326154
484,-1.0194035764955556,-0.8116014630028459,0.5443758938658041
486,-0.6069077784716462,-0.35278779109947084,-0.6949957177095212
487,-0.5842129528971431,-0.8116014630028459,1.4001324828106716
488,-0.9472310580473815,-0.8116014630028459,-0.8031948266565734
489,0.4673304827284658,-0.35278779109947084,-0.980247914024477
490,-0.3758962570124034,-0.35278779109947084,-0.2621992819213123
491,-0.4048594132313926,-0.8116014630028459,1.8821103317566314
493,-0.5607252949881596,0.10602588080390415,-0.685159435077971
494,-0.4439559577254601,-0.35278779109947084,-0.7638496961303726
495,-0.5542092042391484,0.5648395527072791,-0.7638496961303726
496,0.13909789625355728,0.10602588080390415,-0.9507390661298264
497,-0.8062307825621232,-0.8116014630028459,-0.1540001729742601
498,0.45185786420087065,0.5648395527072791,-0.7736859787619228
499,-0.5032697267487791,0.10602588080390415,0.9378271991278122
500,-0.4054416494770267,0.10602588080390415,0.0623980449198443
502,-0.9181811857918085,-0.8116014630028459,2.1378536801769368
503,-0.8833708911060262,0.10602588080390415,0.052561762288294095
505,-0.4316422805305605,-0.35278779109947084,0.7214289812337078
506,-0.9669651503728092,-0.8116014630028459,-0.43925236928921596
507,-0.7837465530764663,-0.8116014630028459,2.187035093334688
508,-1.0053927425846587,-0.8116014630028459,2.6690129422806477
509,0.9906741515169238,2.4000942403207794,-0.9015576529720754
511,3.2260153665636615,3.3177215841275296,-0.881885087708975
512,3.0773593038485774,1.0236532246106542,-0.46876121718386654
513,-0.08949796418656533,0.10602588080390415,-0.27203556455286254
514,-0.8152988023877433,-0.8116014630028459,-0.9212302182351758
516,2.17315880238407,2.8589079122241543,-0.9507390661298264
517,-0.3248576754802242,-0.35278779109947084,-0.36056210823681434
518,0.14026236874482537,1.0236532246106542,-0.980247914024477
520,-0.2487705473805531,-0.35278779109947084,-0.7638496961303726
521,0.47738954297218644,0.10602588080390415,-0.685159435077971
522,-0.07761786717458471,-0.35278779109947084,-0.881885087708975
523,0.18339740294265255,-0.35278779109947084,-0.4785974998154167
524,-0.8319606694170592,-0.8116014630028459,2.5214687028073945
525,-0.27175029707526,-0.35278779109947084,-0.44908865192076614
526,0.07401131679480231,-0.35278779109947084,-0.2621992819213123
527,0.0234558674664471,0.10602588080390415,0.3673228064979005
528,0.057386613781165316,0.10602588080390415,-0.20318158613201112
529,-0.2293585431910081,-0.35278779109947084,-0.9015576529720754
530,-0.42827274310901864,-0.8116014630028459,1.6952209617571776
531,-0.373703580087356,-0.8116014630028459,1.8722740491250813
532,-0.6898330854562112,-0.8116014630028459,-0.016292216132557307
533,-0.2884245521098021,-0.35278779109947084,-0.685159435077971
534,2.9426521350182564,3.3177215841275296,-0.6753231524464207
535,1.2063121584903813,0.5648395527072791,-0.8523762398143244
536,-0.2545185818055362,-0.35278779109947084,-0.36056210823681434
538,-0.6367257070512469,-0.8116014630028459,1.0952077212326154
539,0.43639763367850176,0.10602588080390415,-0.22285415139511153
